ID,c__ID,brand,c__brandName
38740852,,,Herschel Supply & Co.
36107628,,,Victorinox
39646727,,,Boss
39938411,,,Hugo Boss
40788726,,,Boss
40036964,,,Brunello Cucinelli
36970857,,,Italia Independent
40664290,,,The Kooples
40470478,,,Alexander McQueen
40861194,,,Pertegaz
41663667,,,Polo Ralph Lauren
38551446,,,Salvatore Ferragamo
40279563,,,Boss
40800450,,,Polo Ralph Lauren
41145538,,,Springfield
40001383,,,Salvatore Ferragamo
38355110,,,Penguin
40800583,,,Polo Ralph Lauren
40656012,,,Nautica
39296661,,,Caterpillar
39977978,,,Pineda Covalin
42200890,,,Aldo
40925048,,,Diesel
40257064,,,
40115490,,,La Martina
40526434,,,Burberry
39700613,,,Dockers
40034620,,,Ray Ban
40145513,,,Scappino
40390102,,,Ted Baker
40477886,,,Montblanc
39564546,,,Cufflinks Inc
40674328,,,Maralgui
39719788,,,Levi's
39233867,,,Vilebrequin
40794058,,,Boss
40813126,,,Flexi
31146522,,,Varosco
40113473,,,Scappino
40441567,,,Jimmy Lion
36949530,,,Ciba
40519170,,,Mon Art
40521347,,,Theo Frazier
39639529,,,Levi's
40962311,,,
40281617,,,Scappino
40653908,,,Adolfo Dominguez
17617253,,,Perry Ellis
40347184,,,
39927714,,,Supra
37370879,,,Tom Ford
40566379,,,Dolce & Gabanna
39625869,,,Salvatore Ferragamo
38691785,,,
40123018,,,Polo Ralph Lauren
40791458,,,Scappino
40491623,,,Boggi
40472182,,,Tommy Hilfiger
40618706,,,Dockers
40528553,,,Psycho Bunny
40074393,,,Nautica
40034674,,,Ray Ban
39671449,,,Salvatore Ferragamo
40523020,,,Polo Ralph Lauren
40768397,,,Michael Kors
40519838,,,Tommy Hilfiger
40300240,,,Dockers
40782804,,,Springfield
37875268,,,
19503196,,,Scappino
40352366,,,Cortefiel
40264676,,,Roberto Verino
40799481,,,Tane
40495942,,,AllSaints
39606880,,,Florentino
38777684,,,Tommy Hilfiger
40464684,,,Pantherella
41860944,,,Nautica
40676360,,,Adolfo Dominguez
41603418,,,Julio de Mucha
40156796,,,Salvatore Ferragamo
37832412,,,Pineda Covalin
39685999,,,Oakley
40346414,,,Oakley
40526389,,,Burberry
40271307,,,Sandro
40419162,,,Nautica
38854959,,,
40011775,,,Garmin
39966866,,,Havaianas
40114484,,,Lacoste
37579615,,,Ciba
40189937,,,Montblanc
39311892,,,Tanya Moss
42260066,,,Aldo
40200104,,,Calvin Klein
40534496,,,Paul & Shark
39371003,,,Lacoste
37775936,,,
37470785,,,Coach
39812751,,,The North Face
38682132,,,Ray Ban
40923270,,,Diesel
39370533,,,Lacoste
40461897,,,Michael Kors
40055608,,,Abercrombie & Fitch
40537892,,,
40517049,,,Chester & Peck
40274201,,,Boss
40326002,,,Springfield
40768623,,,Burberry
31279171,,,Ermenegildo Zegna
18887199,,,Victorinox
40558817,,,Tane
38146377,,,Pepe Jeans
40507850,,,Tommy Hilfiger
36970859,,,Italia Independent
37628040,,,Lacoste
40381269,,,Pal Zileri
40555805,,,Boggi
40302323,,,Pertegaz
40793496,,,Boss
35941692,,,Pineda Covalin
40037330,,,Brunello Cucinelli
40414116,,,
40837469,,,Maui Jim
38869162,,,Toni Pons
39326843,,,Pineda Covalin
40481968,,,Boggi
40901886,,,Penguin
40745240,,,Pertegaz
35813959,,,Pineda Covalin
1255476,,,Troy
38652776,,,Calvin Klein
40841168,,,Boggi
39966942,,,Havaianas
40585226,,,Diesel
40193121,,,
40463605,,,Fila
39617528,,,Salvatore Ferragamo
40567914,,,Salvatore Ferragamo
40653863,,,Adolfo Dominguez
40885744,,,Call It Spring
40846245,,,Tommy Hilfiger
42058241,,,Perry Ellis
40226544,,,Rockport
39288754,,,Ermenegildo Zegna
40566949,,,Timberland
40649998,,,Alexander McQueen
40794277,,,Boss
37226128,,,Salvatore Ferragamo
40310105,,,Boggi
39520436,,,Rounderwear
36184909,,,Novios de Protocolo
14666499,,,Tommy Hilfiger
40611470,,,The North Face
38627250,,,Montblanc
40346503,,,Oakley
40507527,,,Tommy Hilfiger
39700486,,,Dockers
38107796,,,Corneliani
36841041,,,Rockport
40745196,,,Hackett
39867210,,,Ermenegildo Zegna
40676999,,,Penguin
39028100,,,Scalpers
40560487,,,Boss
40574316,,,Timberland
38224438,,,O Meccanica
40376198,,,Florsheim
39560991,,,Boss
40144201,,,Tumi
37125919,,,Michael Kors
40572442,,,Boss
40285559,,,Hugo Boss
40538286,,,
40607275,,,Calvin Klein
37614465,,,Dockers
41942392,,,Polo Ralph Lauren
40922877,,,Diesel
40294813,,,Scappino
40101677,,,Tommy Hilfiger
40585396,,,Diesel
36262950,,,Calvin Klein
40022175,,,Hugo Boss
40450625,,,Penguin
40757567,,,Polo Ralph Lauren
40650848,,,Armani Exchange
40129608,,,Hackett
40256999,,,
41687494,,,Victorinox
40252303,,,Call It Spring
40618537,,,Dockers
40763432,,,La Martina
40011763,,,Garmin
40033860,,,Carrera
37518672,,,
39359451,,,Tommy Jeans
39682981,,,Salvatore Ferragamo
40282156,,,Fraas
40561447,,,Chester & Peck
